Taille du terrain : 1
Nombre de cellules par direction : 700
Vecteur vitesse : [0, 0]
Position initiale du foyer (col, ligne) : 350, 350
OpenMP threads: 5
step,update_time,display_time,total_time
0,396,40980,42169
1,27,39399,39532
2,29,36983,37053
3,41,39083,39146
4,48,36691,36761
5,39,37469,37528
6,47,43571,43644
7,45,39233,39299
8,51,35247,35317
9,49,35299,35357
10,67,36141,36216
11,73,35117,35201
12,71,35070,35151
13,72,35521,35600
14,94,35686,35804
15,76,35558,35642
16,88,36460,36569
17,82,36048,36144
18,86,37432,37529
19,105,37008,37128
20,82,36897,36988
21,107,36752,36868
22,110,36464,36598
23,104,36652,36774
24,117,37004,37140
25,125,36305,36443
26,128,40062,40208
27,171,51672,51870
28,168,37098,37292
29,164,39724,39917
30,184,39743,39951
31,209,52849,53091
32,247,49537,49816
33,1812,42334,44174
34,199,35469,35692
35,238,35893,36139
36,244,35216,35471
37,248,35193,35448
38,234,35486,35729
39,255,34870,35132
40,258,35193,35460
41,283,34791,35080
42,301,35429,35737
43,317,35657,35981
44,338,35158,35503
45,372,35635,36015
46,351,35267,35625
47,387,35074,35468
48,387,35487,35882
49,441,35378,35826
50,432,34916,35356
51,486,35220,35713
52,458,35237,35701
53,501,35699,36207
54,490,35773,36270
55,508,34771,35286
56,519,35272,35798
57,558,35466,36031
58,538,35867,36412
59,621,35993,36621
60,561,35399,35967
61,624,35640,36271
62,646,35358,36011
63,645,35124,35777
64,691,35000,35698
65,698,35250,35957
66,806,35892,36705
67,801,35707,36518
68,830,35506,36348
69,857,35639,36503
70,867,35779,36654
71,892,35287,36188
72,911,36039,36958
73,975,36628,37610
74,915,36064,36987
75,1015,35437,36459
76,1013,35538,36558
77,1056,35089,36152
78,1084,35113,36207
79,1094,36065,37166
80,1166,35772,36945
81,1193,35155,36356
82,1204,35979,37191
83,1232,36047,37286
84,1246,36017,37271
85,1264,35210,36484
86,1307,34857,36171
87,1354,35236,36597
88,1412,35480,36901
89,1405,35671,37083
90,1451,36030,37487
91,1476,35764,37249
92,1492,35278,36778
93,1548,35920,37476
94,1514,34918,36438
95,1494,35340,36841
96,1573,34929,36510
97,1556,35488,37054
98,1597,36042,37647
99,1687,35397,37093
100,1708,35062,36778
101,1701,35330,37039
102,1785,35935,37731
103,1818,34960,36786
104,1885,35454,37347
105,1785,35594,37389
106,1882,35018,36908
107,1934,34938,36882
108,1951,35314,37272
109,2023,35771,37803
110,2023,36001,38034
111,2102,35935,38045
112,2119,36167,38296
113,2161,36732,38900
114,2522,42401,44952
115,2352,36083,38460
116,2366,36194,38582
117,2338,35474,37819
118,2375,35394,37777
119,2436,35403,37847
120,2507,35872,38388
121,2524,36373,38905
122,2595,36015,38617
123,2664,35620,38293
124,2671,35675,38356
125,2813,35468,38288
126,2824,35285,38117
127,2819,36384,39211
128,2927,36169,39110
129,2731,35483,38230
130,2902,36140,39050
131,3711,34873,38596
132,3079,35517,38602
133,3105,35649,38763
134,3188,36260,39459
135,3232,35525,38764
136,3261,35201,38470
137,3339,34882,38229
138,3347,35178,38536
139,3428,35177,38615
140,3446,36010,39467
141,3520,35042,38572
142,3600,35884,39491
143,3678,35984,39672
144,3630,34999,38638
145,3719,35684,39412
146,3771,35755,39535
147,3839,36057,39904
148,3860,35505,39372
149,3921,35130,39060
150,3959,35880,39851
151,3969,35245,39220
152,4071,35291,39370
153,4180,35716,39904
154,4225,36110,40346
155,3991,35700,39702
156,4337,35579,39930
157,4471,35520,40001
158,4470,35372,39849
159,4506,35226,39742
160,4599,35406,40017
161,4602,35775,40388
162,4733,35899,40644
163,4790,35972,40773
164,4908,35652,40571
165,4922,35714,40649
166,4960,35933,40901
167,5029,35698,40738
168,5017,36573,41601
169,5123,35446,40578
170,5197,35139,40348
171,5316,35351,40675
172,5355,35090,40454
173,5391,35128,40527
174,5447,35848,41306
175,5475,36205,41690
176,5578,35952,41538
177,5615,35486,41110
178,5710,35308,41030
179,5793,35144,40948
180,5803,35194,41008
181,5866,36249,42128
182,6016,36169,42195
183,5938,36130,42081
184,6069,36172,42253
185,6093,36052,42153
186,6667,35360,42040
187,5700,36345,42061
188,5957,35302,41270
189,6140,34936,41092
190,6160,35919,42089
191,6382,36749,43144
192,6528,35546,42091
193,6424,35752,42194
194,6504,36839,43361
195,6581,35961,42555
196,6743,36930,43688
197,6753,36962,43727
198,6851,36986,43854
199,6914,36934,43861
200,6989,36599,43602
201,7016,35645,42674
202,7162,35952,43130
203,7325,35562,42906
204,7395,37020,44432
205,7422,35630,43068
206,7443,36740,44198
207,7477,35428,42916
208,7483,36682,44182
209,7629,36254,43898
210,7772,35892,43680
211,7979,35911,43905
212,7951,35427,43396
213,8055,37094,45166
214,8087,36225,44329
215,8233,35612,43861
216,8210,36429,44656
217,8387,36735,45140
218,8393,36002,44412
219,8691,37069,45781
220,8652,36645,45311
221,8608,35877,44505
222,8651,36612,45279
223,8635,35758,44410
224,9268,35827,45119
225,8930,36069,45022
226,8992,35478,44492
227,9075,35570,44665
228,9153,35033,44207
229,9180,35765,44961
230,9469,36904,46394
231,9403,37084,46504
232,9701,36050,45771
233,9836,36851,46707
234,9767,35279,45067
235,9856,36819,46695
236,9910,35716,45645
237,9967,36032,46019
238,10053,35975,46048
239,10290,36803,47114
240,10265,36138,46421
241,10428,36643,47092
242,10362,36785,47168
243,10643,36651,47317
244,10691,36484,47195
245,10630,36838,47486
246,11324,36426,47776
247,10063,37252,47338
248,11350,36678,48051
249,11295,36802,48117
250,11537,37017,48575
251,11602,36815,48439
252,11450,36795,48265
253,11584,35886,47492
254,11749,36785,48557
255,11764,36143,47927
256,12254,35544,47822
257,11967,35506,47497
258,12033,35821,47877
259,12109,36527,48660
260,12243,36680,48946
261,12436,36533,48990
262,12558,36493,49074
263,14670,36380,51074
264,12604,36815,49444
265,12650,37238,49910
266,13011,35937,48971
267,13072,35861,48957
268,12736,36246,49007
269,13336,35557,48918
270,13296,36606,49928
271,13457,35119,48601
272,13566,35041,48633
273,13656,36920,50599
274,13736,35254,49015
275,13783,35947,49755
276,14037,37063,51126
277,14049,36988,51060
278,14152,35478,49655
279,14284,36173,50483
280,14336,36936,51296
281,14451,37044,51519
282,14573,36324,50921
283,14734,36810,51569
284,14843,35759,50629
285,14903,36922,51850
286,14708,35529,50260
287,15220,36006,51252
288,15787,35984,51796
289,15268,36434,51727
290,15494,36068,51586
291,15540,36598,52164
292,15727,37070,52823
293,15788,35486,51300
294,15979,37366,53369
295,15772,35604,51404
296,15866,37145,53037
297,15863,36839,52725
298,16197,35952,52176
299,16309,36117,52450
300,16777,37063,53865
301,16719,37365,54109
302,17010,36609,53644
303,16993,37207,54230
304,17141,36395,53563
305,17075,37024,54122
306,17273,35976,53273
307,17390,36533,53944
308,17404,36645,54074
309,17489,35822,53335
310,17717,37231,54970
311,17772,37053,54851
312,17885,37299,55209
313,18267,37161,55452
