Taille du terrain : 1
Nombre de cellules par direction : 700
Vecteur vitesse : [0, 0]
Position initiale du foyer (col, ligne) : 350, 350
OpenMP threads: 12
step,update_time,display_time,total_time
0,1052,41496,48195
1,45,39925,40100
2,47,37403,37486
3,51,39839,39909
4,55,38958,39031
5,548,38502,39070
6,10474,38403,48896
7,5271,37129,42421
8,61,37709,37788
9,64,44432,44511
10,52,39166,39234
11,80,37329,37427
12,75,39472,39564
13,2657,38260,40939
14,1174,39625,40821
15,1816,38675,40516
16,98,38541,38660
17,99,38241,38362
18,94,39182,39298
19,113,37793,37922
20,2494,39287,41796
21,150,38811,38979
22,1978,38419,40417
23,138,37837,37998
24,478,39188,39680
25,272,38050,38343
26,160,39012,39193
27,172,39451,39643
28,184,38776,38980
29,193,39092,39303
30,204,38518,38739
31,208,38343,38572
32,11429,40031,51481
33,254,38386,38661
34,238,39565,39815
35,258,38773,39046
36,284,38553,38852
37,272,38781,39070
38,292,38423,38735
39,308,38295,38622
40,301,39285,39600
41,327,37564,37908
42,256,37927,38195
43,250,37649,37909
44,444,38969,39424
45,424,38244,38683
46,450,38198,38659
47,494,37663,38168
48,361,37795,38167
49,489,38396,38896
50,529,37991,38534
51,493,37851,38356
52,549,38960,39522
53,599,37642,38257
54,930,37965,38909
55,567,40113,40693
56,975,37021,38016
57,628,37180,37822
58,498,37600,38112
59,10629,38172,48826
60,566,38452,39035
61,763,38444,39223
62,716,38021,38753
63,11510,38764,50291
64,646,38308,38971
65,638,37853,38514
66,847,41805,42668
67,1879,38459,40358
68,4692,37701,42410
69,745,37409,38166
70,945,37374,38330
71,925,37920,38856
72,1026,37453,38489
73,1102,39042,40155
74,11416,37488,48915
75,1173,37173,38355
76,1140,37893,39044
77,976,38199,39193
78,1206,38538,39757
79,1013,38510,39538
80,1367,37256,38637
81,1121,37835,38967
82,1076,37396,38489
83,1087,37744,38846
84,1483,37807,39302
85,1168,38157,39341
86,1170,38553,39737
87,1442,38278,39735
88,1271,37911,39198
89,1331,37968,39314
90,1318,38728,40061
91,1350,38171,39536
92,1657,38022,39695
93,1460,38209,39685
94,1367,38653,40037
95,2249,37601,39866
96,11274,38730,50023
97,1450,38061,39528
98,1431,38157,39604
99,1435,37951,39401
100,1437,37629,39078
101,1722,37910,39643
102,1446,37793,39251
103,2133,37548,39693
104,1712,37515,39237
105,1575,37490,39078
106,1933,37977,39922
107,1826,37480,39319
108,1741,37554,39307
109,1836,38366,40215
110,1820,37968,39803
111,1805,38243,40061
112,2352,38169,40537
113,1885,37622,39522
114,1908,38080,40001
115,2390,37690,40098
116,2051,38460,40529
117,2189,38357,40563
118,2103,37691,39812
119,2192,38229,40436
120,2677,38144,40838
121,2338,38519,40876
122,2301,38117,40437
123,2296,38484,40798
124,2428,37682,40128
125,2461,38414,40896
126,3137,37388,40544
127,2599,38158,40776
128,2739,39930,42690
129,2646,37868,40534
130,2679,38466,41165
131,3448,37837,41305
132,12234,38290,50540
133,2886,37437,40335
134,3448,37288,40748
135,2872,37753,40638
136,3832,37460,41305
137,2898,37265,40177
138,3633,37641,41288
139,3042,37788,40843
140,4651,38739,43404
141,3093,38205,41317
142,3158,37763,40939
143,3220,38125,41362
144,3412,38218,41648
145,3326,38143,41492
146,3474,37665,41157
147,3367,38019,41404
148,3472,37860,41349
149,3764,37686,41468
150,3457,37868,41344
151,3488,37993,41499
152,3713,37579,41311
153,3720,37983,41721
154,3798,37903,41718
155,3761,37901,41680
156,3804,37767,41587
157,3995,37936,41950
158,3867,38211,42096
159,4032,37683,41735
160,4108,38243,42370
161,4142,37582,41743
162,4283,38550,42853
163,4460,37515,41995
164,4240,38011,42268
165,4334,37259,41605
166,4288,36925,41228
167,4445,37602,42061
168,4506,36985,41502
169,4687,36983,41684
170,4559,37471,42042
171,4681,37453,42150
172,4648,38652,43315
173,4951,38095,43065
174,4946,37918,42883
175,5045,37632,42699
176,5100,37693,42812
177,5177,37744,42940
178,5505,38117,43641
179,14031,38161,52213
180,5398,37236,42653
181,5472,37739,43230
182,5441,37937,43397
183,5933,37708,43661
184,5619,38079,43717
185,7264,36968,44250
186,6835,37538,44392
187,5239,38079,43338
188,5973,38176,44169
189,5984,39448,45452
190,15122,37317,52461
191,5760,37345,43124
192,5731,39319,45068
193,6392,37064,43480
194,6112,38686,44821
195,5570,37003,42594
196,5917,37288,43222
197,6046,37042,43104
198,6091,37369,43477
199,6302,37163,43481
200,6409,37223,43655
201,6446,36818,43280
202,6188,37661,43865
203,6453,37226,43697
204,6830,37904,44754
205,6882,37372,44275
206,7122,37737,44881
207,7432,38171,45624
208,7129,37807,44956
209,7366,39096,46483
210,11873,35937,47834
211,6948,36191,43156
212,7072,36698,43786
213,7126,36188,43335
214,7245,36332,43595
215,10505,36760,47285
216,7731,36338,44091
217,7820,37119,44960
218,7591,36599,44211
219,7588,36951,44559
220,8065,37071,45156
221,8062,37944,46029
222,8128,36697,44849
223,9177,35945,45142
224,9101,36770,45890
225,9113,37185,46322
226,8393,36599,45015
227,13517,37543,51082
228,17485,36371,53877
229,8323,36233,44574
230,8826,36357,45200
231,8519,36602,45137
232,8667,36380,45064
233,8767,36252,45037
234,8899,36235,45153
235,11709,36793,48523
236,9636,37105,46761
237,9437,38342,47799
238,16044,35897,51965
239,9409,36831,46262
240,9984,37244,47249
241,10608,37908,48537
242,10224,37860,48106
243,10335,37724,48083
244,10453,37865,48339
245,10476,37804,48300
246,10500,37662,48184
247,10730,39478,50229
248,10631,37055,47707
249,11267,37175,48463
250,13629,37230,50881
251,14831,36676,51528
252,11345,36107,47473
253,10659,36873,47551
254,11680,36715,48415
255,18034,36620,54673
256,11383,36674,48080
257,14570,37867,52458
258,12438,36813,49275
259,11522,36171,47715
260,11295,35765,47082
261,11254,36638,47913
262,14961,36415,51402
263,11584,35872,47481
264,13686,36528,50240
265,11965,37672,49659
266,14749,37723,52494
267,12889,36106,49019
268,12452,36310,48783
269,12505,36414,48942
270,12636,36526,49185
271,12727,36352,49100
272,12537,36338,48900
273,11768,36577,48370
274,12097,35997,48117
275,12536,36388,48947
276,20137,36771,56935
277,12692,36273,48989
278,12908,38511,51439
279,13432,36928,50380
280,13673,36993,50687
281,13871,37230,51124
282,14160,37215,51404
283,13510,36404,49938
284,13484,37069,50576
285,13599,36316,49938
286,13724,37437,51184
287,14126,37070,51220
288,19857,37108,56990
289,15197,37532,52751
290,15005,36995,52024
291,14429,36959,51413
292,14509,37243,51779
293,14479,36971,51475
294,19870,37259,57155
295,14963,36824,51813
296,15086,37035,52148
297,15205,37348,52578
298,16108,36624,52756
299,16171,37775,53970
300,16912,36893,53826
301,16621,37505,54148
302,16897,37316,54238
303,19928,37860,57815
304,17375,37797,55194
305,17919,38046,55988
306,20643,37474,58138
307,17978,37816,55817
308,21840,37882,59744
309,17541,37780,55342
310,19845,36936,56806
311,18070,38802,56893
312,18441,37613,56078
313,17475,37017,54518
314,17073,37373,54472
315,17427,37320,54771
316,17420,37189,54635
317,17573,37480,55076
318,17601,37514,55142
319,21634,36215,57877
320,21109,37249,58379
321,25038,36983,62041
322,19363,36608,55994
323,18475,38129,56630
324,20141,36491,56660
325,18450,36418,54895
326,18227,36142,54395
