folder,avg_update_speedup,avg_display_speedup,avg_total_speedup
benchmarkAnalysis_400,1.894939110605662,1.0992696982981534,1.2458504202120022
benchmarkAnalysis_50,1.124928465083007,0.3590893861312953,0.3302015145128223
benchmarkAnalysis_200,1.2453470378810942,1.0583337710670213,1.1390250255604806
benchmarkAnalysis_100,1.1724908012060926,1.0381980542420277,1.1116317074961228
