Taille du terrain : 1.000000
Nombre de cellules par direction : 1000
Vecteur vitesse : [0.000000, 0.000000]
Position initiale du foyer (col, ligne) : 500, 500
OpenMP threads: 2
step,update_time,display_time,total_time
0,137,240651,241158
1,36,177207,177286
2,43,173231,173315
3,68,171923,172043
4,55,169970,170072
5,62,168902,169013
6,75,168832,168934
7,105,168959,169091
8,87,168571,168684
9,114,168985,169125
10,204,168423,168656
11,138,164236,164400
12,148,163760,163934
13,206,163851,164082
14,179,163792,163996
15,195,164047,164269
16,249,163691,163966
17,239,163716,163983
18,237,163797,164062
19,292,163836,164156
20,292,163794,164112
21,333,164279,164637
22,394,164005,164426
23,378,164115,164518
24,420,163906,164353
25,487,164196,164707
26,430,163927,164436
27,503,164546,165075
28,494,163359,163891
29,647,163386,164062
30,609,172225,172861
31,643,181856,182546
32,624,165131,165800
33,654,164328,165006
34,790,164343,165175
35,743,163885,164651
36,747,164173,164945
37,871,164101,164995
38,844,164006,164875
39,892,165857,166777
40,1071,163878,164977
41,1003,164310,165340
42,1031,164109,165167
43,1208,164277,165509
44,1301,164409,165735
45,1361,164019,165407
46,1206,164034,165265
47,1349,164250,165623
48,1273,163862,165161
49,1501,164632,166156
50,1541,164292,165858
51,1595,163661,165280
52,1513,163784,165321
53,1740,164217,165980
54,1601,164649,166272
55,1895,164248,166167
56,1926,164332,166281
57,1994,164340,166358
58,1868,164285,166177
59,2109,164240,166371
60,1944,164349,166315
61,2313,164403,166742
62,2095,164421,166540
63,2404,164279,166708
64,2538,164305,166867
65,2581,164655,167258
66,2480,165256,167761
67,2734,164927,167685
68,2813,164764,167601
69,2781,164268,167075
70,2748,164956,167730
71,3067,164803,167893
72,2775,163938,166735
73,3235,164319,167576
74,3012,164441,167475
75,3423,162888,166333
76,3490,164691,168205
77,3557,164758,168340
78,3296,164725,168043
79,3714,164856,168593
80,3824,163924,167770
81,3996,164573,168592
82,3630,164960,168612
83,4091,164401,168514
84,3772,164944,168738
85,4126,164076,168225
86,4427,164930,169380
87,4585,164642,169249
88,4653,164753,169427
89,4810,164737,169570
90,4332,164352,168708
91,5038,166069,171132
92,5109,164448,169584
93,5522,164733,170276
94,5346,164848,170218
95,4977,165083,170087
96,5134,165424,170582
97,5842,164966,170833
98,5965,162970,168958
99,5709,164967,170700
100,6291,164842,171156
101,6305,165194,171523
102,5802,165253,171078
103,6632,165032,171689
104,6674,164802,171500
105,6854,164919,171796
106,6681,164864,171569
107,7217,164821,172066
108,6572,165367,171960
109,6673,165116,171812
110,6971,164603,171596
111,6957,164868,171848
112,7881,165197,173100
113,7277,165299,172599
114,7336,165396,172754
115,7856,164295,172173
116,8370,165264,173657
117,8441,165023,173488
118,8461,165155,173639
119,7900,165196,173118
120,8757,164872,173653
121,8758,164844,173625
122,9409,165427,174860
123,8787,165528,174339
124,8651,165525,174199
125,8929,165460,174415
126,9968,164956,174948
127,9132,164717,173874
128,10391,165295,175711
129,10521,165614,176159
130,9592,164647,174263
131,10189,166040,176255
132,10660,165272,175956
133,11455,165496,176975
134,11557,165457,177037
135,11069,165824,176918
136,11254,165608,176888
137,11892,165796,177715
138,11595,165544,177165
139,11707,165809,177541
140,13009,165562,178599
141,12001,165884,177910
142,12346,165962,178334
143,13711,165569,179304
144,12779,165862,178665
145,14390,165816,180230
146,13772,165998,179793
147,14768,165874,180665
148,14986,166447,181456
149,13711,166109,179844
150,13962,166290,180275
151,14929,166259,181212
152,15720,166099,181844
153,14562,166356,180942
154,15469,165994,181488
155,16209,169603,185839
156,15869,170418,186319
157,18702,170838,189565
158,16911,171181,188119
159,15873,170626,186521
160,16166,169263,185454
161,17774,165756,183555
162,17027,165845,182896
163,16524,166008,182555
164,16894,166014,182931
165,17159,165986,183168
166,17325,165874,183221
167,17520,165635,183180
168,17808,166529,184359
169,18927,166097,185048
170,20386,166445,186857
171,18577,165734,184335
172,18936,166914,185874
173,18938,166509,185485
174,19257,166915,186196
175,19516,166598,186138
176,19760,166130,185912
177,20041,166585,186650
178,20279,167222,187524
179,20558,166817,187397
180,20775,167309,188106
181,22026,166715,188764
182,21284,166377,187684
183,21660,166711,188396
184,21732,167032,188786
185,22022,166904,188948
186,22230,167262,189515
187,20646,167077,187746
188,19728,166975,186727
189,19131,167058,186214
190,19244,167228,186497
191,19542,166040,185608
192,19603,166934,186561
193,21544,167104,188673
194,21187,167392,188606
195,20546,166822,187394
196,20676,167345,188047
197,22449,167682,190157
198,21210,167248,188483
199,22432,167178,189636
200,22718,167780,190524
201,24021,167551,191600
202,22267,167343,189636
203,22415,166619,189059
204,22779,167852,190658
205,23513,167674,191214
206,23436,167675,191137
207,24232,167759,192017
208,23671,166764,190462
209,23848,167599,191474
210,25471,167785,193282
211,24257,167571,191855
212,24472,168030,192529
213,25041,167890,192956
214,27269,168319,195615
215,25980,168214,194221
216,26224,167843,194092
217,26181,169523,195733
218,26278,167952,194258
219,26541,168352,194919
220,27102,168289,195419
221,28207,168209,196442
222,27072,168523,195623
223,28715,168806,197552
224,28552,168152,196731
225,28738,168192,196960
226,29848,168384,198260
227,29643,168053,197723
228,30629,168970,199626
229,29203,168547,197776
230,29064,168622,197713
231,29839,168508,198374
232,34803,174007,208841
233,32915,174398,207341
234,34116,173121,207269
235,32238,174026,206304
236,31455,173173,204660
237,31809,173295,205133
238,32110,173120,205259
239,32037,173196,205261
240,33945,169787,203762
241,33665,170110,203805
242,32794,170890,203714
243,34372,170380,204782
244,33087,169795,202911
245,34274,170117,204421
246,34378,170002,204411
247,34559,170528,205119
248,34293,170638,204962
249,34828,170735,205591
250,36575,170911,207515
251,35662,172929,208620
252,36155,171704,207892
253,36789,170860,207681
254,36411,170688,207128
255,37050,170578,207657
256,37009,173595,210635
257,41117,174552,215703
258,38042,174204,212277
259,39208,173890,213129
260,38855,173797,212683
261,38244,174271,212547
262,38935,174103,213070
263,40195,172496,212721
264,41367,169633,211032
265,46559,170945,217536
266,41112,169535,210680
