Profiling data for rank 1 of 2
OpenMP threads: 2
step,update_time,display_time,total_time
1,14,0,285828
2,9,0,148099
3,14,0,106059
4,18,0,109194
5,24,0,107605
6,34,0,104832
7,40,0,103638
8,47,0,103543
9,56,0,103664
10,71,0,103717
11,78,0,116827
12,93,0,102858
13,103,0,103110
14,116,0,103257
15,133,0,103113
16,135,0,103138
17,156,0,102860
18,164,0,103274
19,175,0,102813
20,190,0,102989
21,200,0,102885
22,215,0,103001
23,231,0,102906
24,242,0,103673
25,263,0,103272
26,252,0,103202
27,284,0,102794
28,297,0,103036
29,320,0,104009
30,337,0,102698
31,360,0,102945
32,373,0,103312
33,397,0,103105
34,405,0,103202
35,427,0,102992
36,441,0,105167
37,474,0,102881
38,486,0,103187
39,645,0,102942
40,513,0,103019
41,523,0,102991
42,513,0,103204
43,527,0,103006
44,544,0,104741
45,550,0,103187
46,557,0,102858
47,588,0,102777
48,589,0,103063
49,609,0,103598
50,628,0,102837
51,633,0,103376
52,644,0,102840
53,686,0,102747
54,675,0,102725
55,694,0,104460
56,726,0,105130
57,736,0,105590
58,800,0,107937
59,776,0,103780
60,785,0,103900
61,816,0,103441
62,879,0,104168
63,852,0,103025
64,880,0,102966
65,930,0,102821
66,924,0,102851
67,951,0,102861
68,974,0,102930
69,999,0,105427
70,1037,0,103513
71,1059,0,103166
72,1080,0,102840
73,1063,0,102767
74,1090,0,102669
75,1115,0,102789
76,1139,0,102638
77,1159,0,102544
78,1179,0,105149
79,1209,0,102548
80,1244,0,102762
81,1248,0,102805
82,1272,0,102873
83,1303,0,103381
84,1320,0,103660
85,1339,0,103451
86,1363,0,103483
87,1401,0,103058
88,1421,0,102751
89,1434,0,102864
90,1464,0,102760
91,1489,0,102981
92,1525,0,104882
93,1560,0,102725
94,1592,0,102827
95,1612,0,102714
96,1637,0,102784
97,1662,0,102955
98,1707,0,103239
99,1739,0,103105
100,1763,0,103065
101,1820,0,103300
102,1874,0,102878
103,1872,0,102876
104,1911,0,103105
105,1965,0,102802
106,1988,0,102867
107,2006,0,102691
108,2044,0,102977
109,2092,0,102791
110,2135,0,102859
111,2184,0,105787
112,2220,0,103210
113,2261,0,103045
114,2375,0,105656
115,2286,0,103671
116,2317,0,103013
117,2348,0,102884
118,2366,0,102649
119,2413,0,103164
120,2440,0,103402
121,2494,0,103457
122,2503,0,103326
123,2564,0,103567
124,2598,0,103787
125,2642,0,103977
126,2685,0,103975
127,2706,0,103955
128,2720,0,104103
129,2744,0,103142
130,2802,0,103730
131,2856,0,103501
132,2881,0,103669
133,2917,0,103511
134,2963,0,103527
135,2989,0,104953
136,3068,0,105113
137,3076,0,103557
138,3135,0,103581
139,3210,0,103647
140,3234,0,105043
141,3284,0,103989
142,3330,0,103946
143,3365,0,103521
144,3408,0,103361
145,3430,0,107173
146,3490,0,103676
147,3528,0,103738
148,3604,0,103530
149,3655,0,103463
150,3656,0,105248
151,3724,0,104418
152,3812,0,103593
153,3800,0,103622
154,3809,0,103795
155,3955,0,105252
156,3918,0,103944
157,3936,0,103889
158,4002,0,103596
159,4022,0,104701
160,4067,0,104198
161,4143,0,104191
162,4162,0,104056
163,4211,0,105630
164,4227,0,104244
165,4310,0,104221
166,4330,0,104211
167,4395,0,103643
168,4427,0,103430
169,4511,0,104704
170,4600,0,104165
