Image,ProcessingTime
Perroquet0001.jpg,5.262442111968994
Perroquet0002.jpg,5.643429756164551
Perroquet0003.jpg,5.310997247695923
Perroquet0004.jpg,4.942207098007202
Perroquet0005.jpg,5.1124327182769775
Perroquet0006.jpg,5.150566339492798
Perroquet0007.jpg,3.6947381496429443
Perroquet0008.jpg,3.596263885498047
Perroquet0009.jpg,3.6423075199127197
Perroquet0010.jpg,3.5478227138519287
Perroquet0011.jpg,3.6836788654327393
Perroquet0012.jpg,3.5601375102996826
Perroquet0013.jpg,4.856323719024658
Perroquet0014.jpg,4.748105764389038
Perroquet0015.jpg,4.717248201370239
Perroquet0016.jpg,5.47552227973938
Perroquet0017.jpg,5.870655059814453
Perroquet0018.jpg,5.5772929191589355
Perroquet0019.jpg,6.247102975845337
Perroquet0020.jpg,6.272130489349365
Perroquet0021.jpg,6.294209003448486
Perroquet0022.jpg,6.37404727935791
Perroquet0023.jpg,6.098312854766846
Perroquet0024.jpg,6.183745384216309
Perroquet0025.jpg,4.318145990371704
Perroquet0026.jpg,4.381263017654419
Perroquet0027.jpg,5.405102252960205
Perroquet0028.jpg,5.651251554489136
Perroquet0029.jpg,5.54938268661499
Perroquet0030.jpg,6.099237680435181
Perroquet0031.jpg,5.061888933181763
Perroquet0032.jpg,5.158050298690796
Perroquet0033.jpg,4.532138824462891
Perroquet0034.jpg,4.580876350402832
Perroquet0035.jpg,4.561431407928467
Perroquet0036.jpg,4.840930938720703
Perroquet0037.jpg,4.076956510543823
Total,64.92545986175537
