Image,ProcessingTime
Perroquet0001.jpg,3.6842801570892334
Perroquet0002.jpg,3.8665003776550293
Perroquet0003.jpg,4.167578458786011
Perroquet0004.jpg,3.365020275115967
Perroquet0005.jpg,3.355128288269043
Perroquet0006.jpg,3.4860148429870605
Perroquet0007.jpg,3.412990093231201
Perroquet0008.jpg,3.318816661834717
Perroquet0009.jpg,3.329848289489746
Perroquet0010.jpg,3.3781850337982178
Perroquet0011.jpg,3.418959617614746
Perroquet0012.jpg,3.354032516479492
Perroquet0013.jpg,3.3532662391662598
Perroquet0014.jpg,3.366096019744873
Perroquet0015.jpg,3.3131957054138184
Perroquet0016.jpg,3.4981393814086914
Perroquet0017.jpg,3.56540846824646
Perroquet0018.jpg,3.4180307388305664
Perroquet0019.jpg,4.0698418617248535
Perroquet0020.jpg,4.104177951812744
Perroquet0021.jpg,3.9980998039245605
Perroquet0022.jpg,3.7168703079223633
Perroquet0023.jpg,3.931234836578369
Perroquet0024.jpg,3.824713706970215
Perroquet0025.jpg,3.4832656383514404
Perroquet0026.jpg,3.6559910774230957
Perroquet0027.jpg,3.5823519229888916
Perroquet0028.jpg,3.8744561672210693
Perroquet0029.jpg,3.886812686920166
Perroquet0030.jpg,3.8590967655181885
Perroquet0031.jpg,3.618258237838745
Perroquet0032.jpg,3.6114344596862793
Perroquet0033.jpg,3.53712797164917
Perroquet0034.jpg,3.6806256771087646
Perroquet0035.jpg,3.6733529567718506
Perroquet0036.jpg,3.5569543838500977
Perroquet0037.jpg,3.2140402793884277
Total,47.014817237854004
