Image,ProcessingTime
Perroquet0001.jpg,4.13515305519104
Perroquet0002.jpg,4.126455307006836
Perroquet0003.jpg,4.000738143920898
Perroquet0004.jpg,4.181776523590088
Perroquet0005.jpg,3.9511518478393555
Perroquet0006.jpg,3.9524991512298584
Perroquet0007.jpg,3.677313804626465
Perroquet0008.jpg,3.913520097732544
Perroquet0009.jpg,3.535707473754883
Perroquet0010.jpg,3.7371156215667725
Perroquet0011.jpg,3.529102325439453
Perroquet0012.jpg,3.752837657928467
Perroquet0013.jpg,3.390866994857788
Perroquet0014.jpg,3.6483747959136963
Perroquet0015.jpg,3.525421142578125
Perroquet0016.jpg,3.625149726867676
Perroquet0017.jpg,3.4347760677337646
Perroquet0018.jpg,3.836341381072998
Perroquet0019.jpg,3.4572153091430664
Perroquet0020.jpg,3.7955667972564697
Perroquet0021.jpg,3.7118356227874756
Perroquet0022.jpg,3.7526705265045166
Perroquet0023.jpg,3.722851037979126
Perroquet0024.jpg,3.75459623336792
Perroquet0025.jpg,3.371764659881592
Perroquet0026.jpg,3.584547996520996
Perroquet0027.jpg,3.4280736446380615
Perroquet0028.jpg,3.616111993789673
Perroquet0029.jpg,3.4816815853118896
Perroquet0030.jpg,3.4939258098602295
Perroquet0031.jpg,3.526627540588379
Perroquet0032.jpg,3.5407586097717285
Perroquet0033.jpg,3.478863477706909
Perroquet0034.jpg,3.628694534301758
Perroquet0035.jpg,3.440850019454956
Perroquet0036.jpg,3.5052897930145264
Perroquet0037.jpg,3.174118757247925
Total,36.145524740219116
